foundation_date,first_funding_age,last_funding_age,first_milestone_age,last_milestone_age,total_funding,roundA,roundB,roundC,roundD,in_Top500,target_codes,connections_bins,funding_rounds_bins,milestones_bins,avg_group_size_bins,state_code_bins,category_bins
0.5804823331463826,0.4431574694998788,0.583142926395734,0.5921610714763684,0.4452884612018721,0.0018750916668596495,1,1,0,0,1,1,2,4,0,1,2,3
0.5121518040755282,0.5059319705906116,0.5059319705906116,0.5362077657597327,0.37396435623356794,3.298252557724683e-05,0,0,0,0,0,0,0,0,0,0,2,0
0.6487193868012713,0.37595216934636827,0.5109800436293124,0.5062772167145372,0.3284757640782579,0.008594404058394508,1,1,1,1,1,0,1,4,0,2,0,0
0.563282856608712,0.440765936818292,0.5241722549890927,0.35185614132616816,0.5797473317207558,0.004383868878320445,1,1,1,1,1,1,1,3,2,2,0,4
0.8877360254253133,0.3163642239638038,0.3434564110850772,0.39775780598536087,0.2410080127139262,0.0008005280011115813,1,0,0,0,1,1,1,2,2,2,3,2
0.7852869695270144,0.37320837036438553,0.3838312999919205,0.4441561917703861,0.25817811398426865,0.004910185775829703,1,1,0,0,1,0,2,1,2,0,0,1
0.5804823331463826,0.36391047911448654,0.4147337803991274,0.46989303766844764,0.4683989624428101,0.0007619314286275691,1,0,0,0,0,1,1,1,2,1,4,3
0.6828379136287157,0.4162397996283429,0.4162397996283429,0.4612197206008009,0.26719197958490715,0.0026294792199562525,0,1,0,0,1,0,0,0,0,1,2,0
0.6146008599738269,0.4698068998949665,0.4698068998949665,0.36468853269094165,0.13589758848465544,0.0005540362541114122,1,0,0,0,0,0,0,0,0,1,0,2
0.8194054963544588,0.2600500929142765,0.3995055344590773,0.45980934144558716,0.3341326210920955,0.00040140435383372735,1,0,0,0,0,0,0,1,2,1,0,5
0.7965040194428865,0.3005154722469096,0.3032592712288923,0.40917320116602285,0.2169236282120573,7.771946186553374e-05,1,0,0,0,1,0,0,1,0,2,2,0
0.6146008599738269,0.44882281651450273,0.44882281651450273,0.39042537858900317,0.17090289178810592,0.002278601288283414,0,0,1,0,1,1,0,0,0,2,2,3
0.6487193868012713,0.42358891492284073,0.42358891492284073,0.4419685598690509,0.2410080127139262,0.0026294792199562525,0,0,1,0,1,1,1,0,0,2,0,0
0.8336137595812301,0.42385392259836796,0.42385392259836796,0.45268795618559354,0.3189788252920318,0.0006645628025883563,0,1,0,0,1,1,0,0,2,1,0,0
0.7965040194428865,0.37338288761412297,0.43881716086289085,0.49160978823723195,0.33461219374735274,0.05254186500041754,1,0,1,0,1,1,4,4,1,1,4,2
0.7304169003552066,0.3307942150763513,0.3307942150763513,0.4210264883617983,0.4080743232599739,0.00017333369824638225,0,0,0,0,1,1,0,0,2,1,0,0
0.7852869695270144,0.3361072957905793,0.36231720126040234,0.4809624550892039,0.29404454774898403,0.0018400038736923656,1,1,0,0,1,0,0,1,0,1,0,0
0.5804823331463826,0.4265977215803507,0.4593584875171689,0.44189907038512616,0.24091349839500686,0.0015066698386031689,0,1,0,0,1,1,1,1,0,1,2,0
0.7766872312581792,0.2869677627858124,0.3576246263230185,0.4007949677402298,0.25904856644999985,0.0008750895615920594,1,1,0,0,1,0,1,1,0,1,2,3
0.9218545522527575,0.2923681021249091,0.3204362931243435,0.3753358658389697,0.21175758127356298,0.00040228137322394366,0,0,0,0,1,1,0,1,1,2,0,5
0.8677322864086745,0.2950246424820231,0.2950246424820231,0.4057775383343381,0.210543034784981,2.280706555873451e-06,0,0,0,0,0,0,0,0,0,0,2,0
0.6998504393344551,0.3782532116021653,0.3782532116021653,0.36468853269094165,0.13589758848465544,0.0006996505957556401,0,1,0,0,1,0,0,0,0,0,3,3
0.7852869695270144,0.3123794134281328,0.34389916781126284,0.39042537858900317,0.2875230597435512,0.002559303633621685,1,1,0,0,1,0,1,1,2,1,0,3
0.7170499158721257,0.32672214591581156,0.4766259998384099,0.42538004631147985,0.35125665560690855,0.007717209229212411,0,1,1,0,1,0,0,2,0,2,0,0
0.8450177603290334,0.29776844146400583,0.3779882039266381,0.38034168236614263,0.3021972828883576,0.00031770628289042014,1,0,0,0,1,1,1,2,2,1,0,6
0.7566834922415404,0.2923681021249091,0.4831768603054052,0.4635463314699857,0.3857304381613815,0.005246151570845412,1,1,1,0,1,1,2,5,4,1,3,7
0.7623854926154421,0.2923681021249091,0.4475818049608144,0.46044246785467946,0.4025119805650556,0.005787380605011799,1,1,1,0,1,1,3,3,4,1,2,1
0.941671340437465,0.2923681021249091,0.3112288923002343,0.37970855595705033,0.15670824129855676,1.982460313951538e-05,0,0,0,0,0,1,1,1,1,0,2,5
0.8194054963544588,0.295732406883736,0.36948856750424175,0.42469398890227206,0.23362539424722847,0.0006996505957556401,1,0,0,0,1,0,1,1,1,0,0,0
0.6950831931202095,0.4051708814737012,0.4051708814737012,0.5103668015277392,0.427929331293691,0.0017522843907741559,0,0,1,0,1,1,1,0,2,1,2,1
0.6146008599738269,0.4431574694998788,0.4431574694998788,0.5896929079547444,0.49381631317144553,0.0010505285274284787,0,0,1,0,1,1,3,0,3,1,0,7
0.6487193868012713,0.37719318090005655,0.37719318090005655,0.4565925633464536,0.27421124039071687,0.004383868878320445,0,1,0,0,1,1,0,0,0,2,0,3
0.8848382875303795,0.3222945786539549,0.38781611052759146,0.38612475163943705,0.23189963279436837,0.0006557908542965354,1,0,0,0,1,1,0,2,2,1,3,0
0.8806318938119275,0.3003377231962511,0.3003377231962511,0.3934571790357948,0.1941114078782936,0.0005242116299192209,1,0,0,0,1,1,1,0,1,0,1,3
0.9011030099083941,0.29847620586571866,0.3307942150763513,0.39959284309789267,0.1939188787101246,0.00020052673795102724,0,0,0,0,1,1,1,1,1,4,0,3
0.6401196485324361,0.39605073927446066,0.39605073927446066,0.49993051051607523,0.4118163901831128,0.0017522843907741559,0,0,0,1,1,1,2,0,1,1,0,3
0.75116844269957,0.3758649107214995,0.3758649107214995,0.41616222448706464,0.2059081950915564,0.0005242116299192209,1,0,0,0,1,1,0,0,0,0,0,2
0.8536174985978688,0.3535525571624788,0.37143734345964285,0.41616222448706464,0.2505994658190716,0.0020154428395287847,0,0,0,0,1,1,0,1,2,0,1,5
0.7113479154982241,0.31653874121354125,0.31653874121354125,0.46890474278596206,0.4272572294702648,0.0008750895615920594,1,0,0,0,1,1,2,0,4,1,4,2
0.5462703309029726,0.4599789932940131,0.5125733214833966,0.5534477078765043,0.39263348397282194,0.005085624741666122,0,0,0,1,1,1,1,1,0,2,1,0
0.7623854926154421,0.31405994990708574,0.49380302173386115,0.46890474278596206,0.40184337927195973,0.006085626846933712,1,1,1,1,1,1,4,4,3,2,0,1
0.6828379136287157,0.33070695645148257,0.4054358891492284,0.42784435017932404,0.29609507318475914,0.0021119342707388157,1,0,0,0,1,0,0,1,0,1,0,3
0.75116844269957,0.36231720126040234,0.4462535347822574,0.4677054057671124,0.3723024038141779,0.0021031623224469945,1,1,0,0,1,1,2,2,1,1,0,0
0.7199476537670593,0.42500444372626645,0.42500444372626645,0.4139771662703192,0.20293624484109346,0.0009628090445102691,0,0,1,0,1,1,2,0,0,1,0,8
0.8022060198167882,0.3566486224448574,0.4265977215803507,0.43928935421106274,0.31993797060254636,0.0042084299124840255,1,1,0,0,1,1,1,2,3,2,0,3
0.563282856608712,0.4605090086450675,0.4923842611295144,0.5578898874785098,0.5872279650367032,0.0017522843907741559,1,1,0,0,1,1,1,1,1,2,2,5
0.5433725930080389,0.3823285125636261,0.6462729255877837,0.3153998991115641,0.06885893212821743,0.0033329317535405337,0,1,0,0,1,0,1,2,0,1,1,9
0.7170499158721257,0.4054358891492284,0.4054358891492284,0.44189907038512616,0.24091349839500686,0.0008750895615920594,1,0,0,0,1,0,1,0,0,0,0,0
0.5804823331463826,0.4231461581966551,0.5930580916215561,0.5191790975632354,0.3460239226242776,0.0033162483850843194,0,0,1,0,1,1,0,4,0,1,2,1
0.5804823331463826,0.49831784762058656,0.49831784762058656,0.531499006706496,0.3680645610553137,0.0006996505957556401,0,0,0,0,0,0,0,0,0,1,2,3
0.8507197607029351,0.335221782338208,0.3823285125636261,0.4077720127242966,0.24561121009832992,0.0003541905702257619,1,0,0,0,1,1,0,2,1,1,1,3
0.75116844269957,0.37781045487597964,0.37781045487597964,0.36468853269094165,0.39464978944310064,0.0008750895615920594,0,1,0,0,1,1,0,0,1,0,0,0
0.5433725930080389,0.32752040074331423,0.32752040074331423,0.42587370653480305,0.23572233890949126,0.0035943935320565585,0,0,0,0,1,0,0,0,0,2,2,3
0.7541596560104693,0.4203991274137513,0.5030976811828392,0.482514386896857,0.4050078586905917,0.002322461029742519,0,0,0,0,0,1,0,1,3,1,2,7
0.5462703309029726,0.5268287953462066,0.5268287953462066,0.5449880066298115,0.38112724077697774,0.0021031623224469945,0,0,0,0,1,1,1,0,0,1,0,0
0.7397644419517668,0.33548679001373516,0.3901203845843096,0.4424627073102937,0.2527102856082697,0.0020136335374741137,1,1,0,0,1,1,1,2,1,2,0,7
0.8194054963544588,0.31432818938353396,0.31432818938353396,0.4397835016523055,0.283879007669662,0.0006996505957556401,1,0,0,0,1,1,2,0,2,1,0,2
0.9712095718825948,0.29139533004766904,0.29139533004766904,0.3682144805789761,0.14069331503722815,6.017556528189182e-05,0,0,0,0,0,1,0,0,0,0,0,3
0.75116844269957,0.2923681021249091,0.3003377231962511,0.4268790471190175,0.32195427607282506,1.8596530378660447e-05,0,0,0,0,1,1,1,1,2,1,2,2
0.6487193868012713,0.34629070049284966,0.5941213541245859,0.554647044895354,0.5025431352849957,0.007085628952201302,1,1,1,1,1,1,2,3,2,1,0,7
0.7852869695270144,0.3507182677547063,0.3507182677547063,0.44021983237696494,0.2536971817743083,0.0005242116299192209,1,0,0,0,1,0,0,0,0,0,4,3
0.6487193868012713,0.37958148178072226,0.4217273975923083,0.39042537858900317,0.17090289178810592,0.003454042359387423,0,1,0,0,1,0,0,1,0,2,0,3
0.47803327724808375,0.5886305243596994,0.5896065282378605,0.5873505651711397,0.43879949925571576,0.0031207083242982265,0,0,0,0,1,0,0,1,0,0,0,3
0.8932510749672837,0.29272360022622607,0.3601906762543427,0.4442256812543109,0.2683436540635906,0.010085635268004073,1,1,0,0,1,1,2,2,2,2,0,0
0.75116844269957,0.3138854326573483,0.3905631413104953,0.41616222448706464,0.3128423956229369,0.0030154449447963748,1,1,1,0,1,1,1,2,4,1,3,4
0.8393157599551317,0.2735073119495839,0.3357550294901834,0.36468853269094165,0.19008229746806643,7.811981358557245e-05,0,0,0,0,1,0,0,5,1,0,1,5
0.911198354832679,0.2916603377231963,0.35806738304920416,0.42427190462954384,0.24666837025809413,0.00324351560038372,1,1,0,0,1,1,2,3,2,1,0,5
0.8194054963544588,0.3585101397753898,0.3585101397753898,0.4450385157714275,0.25973470561758966,0.0021031623224469945,1,0,0,0,1,0,0,0,0,3,2,0
0.7852869695270144,0.40587864587541406,0.4202246101640139,0.466436579264338,0.3051692331388206,0.0894717673089838,0,0,0,0,1,0,0,1,2,1,2,0
0.6146008599738269,0.41951361396138,0.4436874848509332,0.4677054057671124,0.27601331601737666,0.003199655858924615,1,1,0,0,1,1,0,1,0,1,0,0
0.7056459151243224,0.36222671083461255,0.4745899652581401,0.46333528933362156,0.4052003878587606,0.0072786151479617145,0,0,1,0,1,1,2,3,4,2,3,0
0.5462703309029726,0.46821362204088224,0.46821362204088224,0.5128818205516147,0.34473833351480515,0.00017333369824638225,1,0,0,0,0,0,0,0,0,1,2,3
0.7595812301364742,0.3288486709218712,0.3288486709218712,0.39042537858900317,0.2295962838370013,0.0008750895615920594,1,0,0,0,1,1,1,0,1,0,0,2
0.5804823331463826,0.547282863375616,0.6370655247636745,0.3753358658389697,0.1503792824612929,0.007489138573625067,0,1,0,0,1,0,0,2,0,2,2,0
0.9901850813236119,0.3208790498505292,0.3208790498505292,0.42176653342172943,0.2305762951525675,0.0021031623224469945,0,0,0,0,1,0,1,0,0,4,0,6
0.6487193868012713,0.3740033933909671,0.39268643451563384,0.4419685598690509,0.45535598643194447,0.003910183670562113,0,1,1,0,1,1,0,1,1,2,2,3
0.6146008599738269,0.4217273975923083,0.5467496162236406,0.3688476069880684,0.14155444549849303,0.0017522843907741559,0,1,0,0,1,1,0,1,0,2,0,0
0.7282669657879979,0.33008645067463843,0.4431574694998788,0.42746061429722665,0.32532360006106786,0.002728530481116802,0,1,1,0,1,0,0,2,0,2,2,7
0.7852869695270144,0.37550941262018256,0.37550941262018256,0.42850304209518514,0.299319846956814,8.561421532817261e-05,0,0,0,0,1,1,1,0,1,2,0,2
0.920826322677136,0.29608790498505294,0.33566453906439364,0.41186159753749857,0.22940375466883234,0.0015680734766459158,1,0,0,0,1,1,3,1,1,3,0,0
0.75116844269957,0.34885675042417386,0.44811505211278985,0.4677054057671124,0.304595146164644,0.00970844149145577,1,1,1,1,1,1,1,3,1,2,3,0
0.6146008599738269,0.41269774581885754,0.41269774581885754,0.4785494508502137,0.301721915190505,0.0006996505957556401,0,1,0,0,1,0,0,0,0,1,0,0
0.75116844269957,0.34726347257008966,0.5029231639331018,0.44923149778148386,0.3085262417256215,0.0018863764274591455,1,0,0,0,1,1,0,4,2,1,2,3
0.7852869695270144,0.337878322695322,0.337878322695322,0.36468853269094165,0.13589758848465544,0.0009628090445102691,0,0,0,0,1,0,0,0,0,1,2,3
0.8194054963544588,0.4308475397915489,0.4308475397915489,0.4268790471190175,0.3289553367335152,6.807031874453068e-05,0,0,0,0,1,1,1,0,1,1,0,0
0.7852869695270144,0.316629231639331,0.3897648864829926,0.41913834235423947,0.28395241324445575,0.009471598887576605,0,0,1,0,1,0,0,2,0,1,0,0
0.034212002243410033,0.964760442756726,0.964760442756726,0.8199584657025085,0.7294871155044877,0.00561194163917538,0,1,0,0,1,0,0,0,0,3,2,3
0.5462703309029726,0.47945705744526135,0.47945705744526135,0.5198350347902441,0.35345029761715935,0.002278601288283414,0,0,0,1,1,1,0,0,0,2,2,3
0.7170499158721257,0.29511190110689184,0.3334507554334653,0.40583150119275807,0.24031746800630643,0.002190881805365204,1,1,0,0,1,1,0,2,0,1,2,3
0.6828379136287157,0.3683380463763432,0.5600323180092106,0.39049486807292794,0.4259130258234123,0.006675903528217953,0,1,1,1,1,1,2,3,1,1,0,0
0.8022060198167882,0.27634160135735636,0.3329207400824109,0.42060440408907007,0.2969219836805276,0.0010505285274284787,1,0,0,0,1,1,3,1,1,2,0,2
0.7652832305103758,0.37205784923648705,0.44855780883897556,0.3797780454409751,0.3325013739581547,0.0008750895615920594,1,1,0,0,0,0,0,1,5,0,2,2
0.5462703309029726,0.2923681021249091,0.522045729983033,0.51925116073175,0.5175989162358097,0.010348793716758701,0,0,1,0,1,1,1,2,2,1,2,3
0.941671340437465,0.32583663246344025,0.32583663246344025,0.36468853269094165,0.17214908058570877,0.00017333369824638225,0,0,0,0,0,0,0,0,1,0,2,2
0.7852869695270144,0.38037973660822494,0.38037973660822494,0.38824032037225775,0.3567670502081065,0.00010315811191181454,0,0,0,0,1,1,0,0,2,3,0,2
0.75116844269957,0.384009049042579,0.3938369556435324,0.4516301718191832,0.26805311004617205,0.021927765461962376,1,1,0,0,1,0,0,1,1,1,2,5
0.7865956253505328,0.3180447604427567,0.38613557404863863,0.4431678968879006,0.3642476835240539,0.00048035188846011603,1,0,0,0,1,1,2,1,2,2,0,2
0.6487193868012713,0.386665589399693,0.44536802132988607,0.46245053142159664,0.3270364438224965,0.005261063707502542,1,1,0,0,1,1,0,1,0,1,0,0
0.6487193868012713,0.4220828956936252,0.4220828956936252,0.4843534560669368,0.3089939887039389,0.001225967493264898,0,0,1,0,0,0,0,0,0,0,0,0
0.75116844269957,0.3056508039104791,0.3056508039104791,0.36468853269094165,0.22460802811625963,0.0010680724240121208,0,1,0,0,1,1,1,0,1,2,0,0
0.9132548139839223,0.30954512402036033,0.35443483881392907,0.4227199728218907,0.2401468822526613,0.0003663165606664435,0,0,0,0,1,0,2,2,1,2,0,1
0.8770798280052348,0.29706067706229294,0.30857235194312027,0.37745143457179037,0.24129855673134482,0.0004478956797803785,1,0,0,0,1,1,1,1,2,2,0,5
0.44391475042063944,0.6400743314211845,0.6400743314211845,0.6191646681462766,0.4779044234932446,0.00034877266408280157,0,0,0,0,0,0,0,0,0,0,0,9
0.6487193868012713,0.3753316635695241,0.476270501737093,0.4162317139709894,0.20600270941047572,0.003927727567145755,0,1,1,0,1,1,0,2,0,2,2,0
0.7311647036829314,0.32734265169265575,0.32734265169265575,0.5191790975632354,0.3460239226242776,0.0010943882688875836,1,0,0,0,0,1,2,0,0,0,3,6
0.8906337633202468,0.34885675042417386,0.34885675042417386,0.39042537858900317,0.20974477633361455,9.877213776590405e-05,0,0,0,0,0,1,0,0,1,3,3,2
0.8734342867825762,0.2923681021249091,0.3111384018744445,0.36468853269094165,0.13589758848465544,7.19299759929319e-06,0,0,0,0,1,0,0,1,0,0,1,2
0.75116844269957,0.321942312353559,0.3820602730871778,0.4419685598690509,0.26354792751101797,0.0016645649078559463,1,1,0,0,1,1,1,1,1,1,0,6
0.8791362871564778,0.26819746303627695,0.3188430152702594,0.3196310365772054,0.1447224254474553,0.0006119311128374305,1,0,0,0,1,0,1,1,1,0,4,1
0.8791362871564778,0.3173369960410439,0.34071261210309445,0.3495990199409082,0.2672864939038264,0.0018400038736923656,1,0,0,0,1,1,2,2,2,3,3,0
0.8194054963544588,0.31680698068998947,0.4350100993778783,0.43632961693278566,0.27601331601737666,0.006006679312307323,1,1,1,0,1,1,2,3,1,1,0,0
0.75116844269957,0.31432818938353396,0.439437666639735,0.41771532179146165,0.3224413147256814,0.014977068548214486,1,1,1,0,1,1,0,4,0,2,1,9
0.5462703309029726,0.49167649672780156,0.5483428940777249,0.570724852527873,0.5298752761043298,0.017541791316051894,1,0,0,0,1,1,1,2,2,1,2,2
0.8538979248457657,0.25969459481295953,0.3404476044275673,0.3751248237026056,0.1821220914968618,1.982460313951538e-05,0,0,0,0,1,0,0,1,1,0,2,7
0.6487193868012713,0.3672747838733134,0.42925426193746463,0.3560872787918095,0.12419881612064229,0.0018575477702760074,0,1,0,0,1,0,0,1,0,1,2,5
0.6828379136287157,0.37055183000727154,0.46812636341601355,0.4162317139709894,0.20600270941047572,0.004576851740740506,0,1,0,0,1,1,0,2,0,2,0,0
0.5462703309029726,0.5357711884947887,0.5357711884947887,0.6409529839299134,0.5116515152045535,0.005261063707502542,0,0,0,0,1,1,0,0,0,2,3,2
0.912600486072163,0.32654439686515313,0.3495677466268078,0.3912000576505348,0.1748339873490834,2.1207939385135548e-05,0,0,0,0,1,0,1,2,1,0,2,4
0.7766872312581792,0.31175890765128866,0.42890199563706877,0.34543994564378144,0.29260582978321215,0.0016645649078559463,1,1,1,0,1,1,1,2,1,1,0,3
0.5462703309029726,0.4902609679243759,0.4902609679243759,0.51925116073175,0.34612193747352726,0.00315579611746551,0,0,0,0,1,1,1,0,0,3,0,0
0.8906337633202468,0.35160378120707764,0.35160378120707764,0.4096739656361633,0.19708335812875652,0.00011894761883709227,0,0,0,0,1,0,0,0,0,1,2,2
0.5804823331463826,0.4592712288923002,0.4864539064393633,0.5073516268757632,0.35887179870413743,0.004406958576053142,0,1,0,0,1,1,0,2,0,0,2,5
0.7852869695270144,0.4064118930273895,0.4064118930273895,0.4746621264195917,0.2968513287636355,0.00034877266408280157,0,0,0,0,1,0,0,0,0,0,0,0
0.6828379136287157,0.3435469015108669,0.5071729821442998,0.49351431483368846,0.38400467670852134,0.013813713292027982,1,1,0,0,1,1,0,2,1,2,1,9
0.7795849691531127,0.3005154722469096,0.4347450917023511,0.45000875052760536,0.3736466074610304,0.008506684575476299,1,1,1,0,1,1,3,4,2,1,0,7
0.7170499158721257,0.31087339419891735,0.31087339419891735,0.4976733891308152,0.41622705839934754,0.0026294792199562525,1,0,0,0,0,0,2,0,1,1,0,0
0.7852869695270144,0.3227373353801406,0.4642288115052113,0.42291574244363567,0.34165070726065094,0.01298037820430499,0,1,1,0,1,1,2,4,0,3,0,0
0.7170499158721257,0.31653874121354125,0.36771754059949907,0.41616222448706464,0.2059081950915564,0.0026294792199562525,1,1,0,0,1,1,1,1,0,1,0,3
0.6828379136287157,0.35709137917104306,0.41898359861032564,0.4419685598690509,0.3185972674860241,0.007892648195048832,1,0,0,0,0,0,1,2,2,0,3,4
0.7652832305103758,0.3543475801890603,0.3543475801890603,0.4162317139709894,0.20600270941047572,0.0007715805717485721,1,0,0,0,1,1,0,0,0,0,0,5
0.8877360254253133,0.2923681021249091,0.3213218065767149,0.41616222448706464,0.2295962838370013,0.0007873700786738498,1,1,0,0,1,1,1,1,1,1,2,2
0.7852869695270144,0.34637795911771835,0.4147337803991274,0.4848409977660418,0.33489923723444104,0.001934740915244032,1,1,1,0,1,1,2,2,1,1,0,3
0.8536174985978688,0.35319705906116183,0.35319705906116183,0.39888765352028577,0.23908972209289708,0.00027859707774823385,1,0,0,0,1,1,1,0,1,1,0,4
0.6146008599738269,0.4027793487921144,0.41756806980689987,0.5642365936769717,0.40730770711762837,0.0015768454249377366,0,1,0,0,1,1,0,1,0,2,3,3
0.8961488128622173,0.3345140179364951,0.3779882039266381,0.36468853269094165,0.2646015871404518,0.0005737427868269196,0,0,0,0,1,1,0,2,1,1,0,0
0.6146008599738269,0.42695321968166755,0.42695321968166755,0.5083927854473578,0.5346710026569026,0.004331237188569519,1,1,0,0,1,1,0,1,4,2,0,2
0.6146008599738269,0.47653550941262013,0.5149648541649834,0.5180282783453688,0.3809634765744935,0.0015417576317704527,1,0,0,0,1,0,0,1,0,0,2,0
0.8080014956066555,0.3306196978266139,0.3306196978266139,0.38830980985618246,0.16802545585656228,0.0002961409743318758,1,0,0,0,0,0,0,0,0,0,0,2
0.9018508132361189,0.3004249818211198,0.3004249818211198,0.36468853269094165,0.16313521498507025,1.4035117266913544e-06,0,0,0,0,0,0,0,0,1,0,0,2
0.7170499158721257,0.39268643451563384,0.45138886644582693,0.4934422516651739,0.42831088909969867,0.0020154428395287847,1,1,0,0,1,1,1,1,4,1,0,5
0.5804823331463826,0.36691928577199645,0.5969556435323584,0.4804683076479611,0.5355321331181675,0.017220738008571247,0,1,1,1,1,0,2,5,2,3,0,5
0.8877360254253133,0.3318574775793811,0.3318574775793811,0.38393711973810185,0.22988332732408961,0.000234737336289129,0,0,0,0,1,1,0,0,2,4,0,2
0.7454664423256685,0.44448250787751475,0.44448250787751475,0.4416159650802475,0.37613898505623605,0.0001628531498662804,1,0,0,0,1,1,2,0,1,0,2,3
0.7996821835857171,0.3462034418679809,0.4110139775389836,0.4590346623840555,0.2644090579722828,0.0006996505957556401,1,0,0,0,1,1,2,1,2,1,1,2
0.8194054963544588,0.35558859174274865,0.35558859174274865,0.39049486807292794,0.17099740610702524,0.0008750895615920594,1,0,0,0,0,0,0,0,0,0,0,2
0.8635258926902225,0.2924553607497778,0.2924553607497778,0.37970855595705033,0.15632668349254913,1.4035117266913544e-06,0,0,0,0,0,0,0,0,0,0,2,2
0.6146008599738269,0.42261291104467963,0.42261291104467963,0.4419685598690509,0.2410080127139262,0.002190881805365204,0,1,0,0,1,1,0,0,0,1,2,0
0.8536174985978688,0.33566453906439364,0.4428019713985618,0.39966233258181744,0.18404038211789087,0.0012660910865075505,1,0,0,0,1,0,0,4,1,1,2,0
0.75116844269957,0.43403732730063826,0.4848606285852791,0.5062051535460226,0.3283777492290082,0.009647037853413023,0,1,0,0,1,0,0,1,0,2,2,9
0.6828379136287157,0.3590401551264442,0.50610971964127,0.445366290170719,0.3741020848985951,0.002661058233806808,1,0,1,0,1,1,0,3,0,0,0,1
0.8194054963544588,0.3682475559505535,0.40322210551830007,0.42532968899595414,0.27601331601737666,0.005261063707502542,1,1,0,0,1,0,0,1,1,1,0,3
0.75116844269957,0.3739161347660984,0.37860870970348226,0.4419685598690509,0.29078555401143275,0.0025417597370380428,1,1,0,0,1,1,2,1,2,1,4,0
0.8536174985978688,0.3592179041771027,0.3592179041771027,0.4311101845846588,0.288769248541154,0.0011382480103466885,0,0,0,0,1,1,1,0,2,1,0,7
0.9585903907272388,0.2923681021249091,0.2923681021249091,0.36468853269094165,0.13589758848465544,5.26316897509258e-07,0,0,0,0,0,0,0,0,0,0,2,2
0.8705365488876426,0.31592146723761816,0.408890684333845,0.4055843808229614,0.2795628537723465,0.0008234947161292269,0,0,0,0,1,1,0,4,2,1,3,5
0.8194054963544588,0.38303627696533893,0.38303627696533893,0.4419685598690509,0.29864774513338777,0.0005242116299192209,0,0,0,0,1,1,1,0,1,0,0,4
0.7881847074219481,0.3164514825886725,0.4513016078209582,0.4430263442354613,0.3753723689138905,0.021971625203421483,1,1,1,1,1,1,3,4,4,2,3,2
0.8194054963544588,0.3030815221782338,0.4217273975923083,0.4255407311323183,0.2643145436533635,0.0002522808819948393,0,0,0,0,1,0,1,3,2,0,3,0
0.9247522901476912,0.31485820473458836,0.3307942150763513,0.38175206152135643,0.2277760080652219,0.0010505285274284787,1,0,0,0,1,1,0,1,2,3,1,5
0.7170499158721257,0.35895289650157547,0.4937125313080714,0.4453123273122991,0.36449613655233737,0.004945273568996987,0,1,1,0,1,1,1,2,0,1,2,0
0.7368667040568331,0.39410196331905956,0.450063828068191,0.4934422516651739,0.31101861932082714,0.002454040254119833,1,0,0,0,1,1,0,1,0,1,0,3
